2022 Utility Bundled Retail Sales- Commercial;;;;;;
(Data from forms EIA-861- schedules 4A & 4D and EIA-861S);;;;;;
Entity;State;Ownership;Customers (Count);Sales (Megawatthours);Revenues (Thousands Dollars);Average Price (cents/kWh)
Block Island Utility District;RI;Political Subdivision;370;7.291;2.723,0;37,35
Pascoag Utility District;RI;Municipal;540;3.602;650,0;18,05
Tesla Inc.;RI;Behind the Meter;214;2.383;254,0;10,66
The Narragansett Electric Co;RI;Investor Owned;44.699;1.199.763;171.255,2;14,27
Aiken Electric Coop Inc;SC;Cooperative;3.239;137.875;16.410,1;11,90
Berkeley Electric Coop Inc;SC;Cooperative;14.454;2.795.766;187.006,0;6,69
Black River Electric Coop, Inc - (SC);SC;Cooperative;4.186;125.632;15.553,0;12,38
Blue Ridge Electric Coop Inc - (SC);SC;Cooperative;5.247;185.368;22.790,1;12,29
Broad River Electric Coop, Inc;SC;Cooperative;1.156;42.582;5.728,8;13,45
City of Gaffney - (SC);SC;Municipal;1.334;190.180;16.668,0;8,76
City of Newberry - (SC);SC;Municipal;866;60.003;7.757,1;12,93
City of Orangeburg - (SC);SC;Municipal;3.788;150.970;18.960,8;12,56
City of Rock Hill - (SC);SC;Municipal;3.742;401.673;50.578,0;12,59
Dominion Energy South Carolina, Inc;SC;Investor Owned;107.396;7.765.889;1.043.134,3;13,43
Duke Energy Carolinas, LLC;SC;Investor Owned;102.650;5.590.032;505.597,8;9,04
Duke Energy Progress - (NC);SC;Investor Owned;32.829;1.696.018;183.889,8;10,84
Easley Combined Utility System;SC;Municipal;1.648;115.941;13.988,0;12,06
Edisto Electric Coop, Inc;SC;Cooperative;5.618;55.174;9.116,9;16,52
Fairfield Electric Coop, Inc;SC;Cooperative;1.772;81.643;10.161,0;12,45
Greenwood CPW;SC;Municipal;2.992;173.109;16.640,0;9,61
Greer Commission of Public Wks;SC;Municipal;11.211;194.226;21.984,0;11,32
Haywood Electric Member Corp;SC;Cooperative;5;60;9,0;15,00
Horry Electric Coop Inc;SC;Cooperative;11.853;227.239;30.413,0;13,38
Laurens Electric Coop, Inc;SC;Cooperative;5.858;213.684;28.235,0;13,21
Lockhart Power Co;SC;Investor Owned;1.338;158.201;9.616,9;6,08
Lynches River Elec Coop, Inc;SC;Cooperative;1.180;51.028;6.804,0;13,33
Marlboro Electric Coop, Inc;SC;Cooperative;1.226;37.112;5.077,0;13,68
Mid-Carolina Electric Coop Inc;SC;Cooperative;4.143;236.318;28.302,2;11,98
Newberry Electric Coop, Inc;SC;Cooperative;732;39.250;4.516,0;11,51
Palmetto Electric Coop Inc;SC;Cooperative;11.199;459.941;52.818,0;11,48
Pee Dee Electric Coop, Inc;SC;Cooperative;2.780;41.466;5.307,0;12,80
Santee Electric Coop, Inc;SC;Cooperative;9.551;134.939;19.610,6;14,53
South Carolina Public Service Authority;SC;State;31.699;1.939.009;181.727,7;9,37
Tri-County Electric Coop, Inc (SC);SC;Cooperative;527;40.381;5.387,8;13,34
York Electric Coop Inc;SC;Cooperative;5.149;240.407;27.674,0;11,51
Black Hills Electric Coop, Inc;SD;Cooperative;1.954;37.117;5.113,5;13,78
Black Hills Power, Inc.;SD;Investor Owned;13.557;784.169;101.577,0;12,95
Central Electric Coop, Inc - (SD);SD;Cooperative;670;28.625;3.258,6;11,38
City of Brookings - (SD);SD;Municipal;1.529;39.064;4.515,0;11,56
City of Madison - (SD);SD;Municipal;431;33.412;3.047,0;9,12
City of Pierre - (SD);SD;Municipal;1.030;24.151;2.719,2;11,26
City of Volga - (SD);SD;Municipal;144;1.539;196,7;12,78
Dakota Energy Coop Inc;SD;Cooperative;311;45.550;4.573,3;10,04
MidAmerican Energy Co;SD;Investor Owned;980;60.800;4.215,5;6,93
Montana-Dakota Utilities Co;SD;Investor Owned;2.052;66.254;7.374,0;11,13
Nebraska Public Power District;SD;Political Subdivision;223;20.374;1.404,0;6,89
NorthWestern Energy - (SD);SD;Investor Owned;13.255;677.313;76.135,0;11,24
Northern Electric Coop, Inc;SD;Cooperative;877;53.413;5.002,0;9,36
Northern States Power Co - Minnesota;SD;Investor Owned;13.007;1.010.743;109.793,8;10,86
Otter Tail Power Co;SD;Investor Owned;2.897;393.600;31.712,9;8,06
Rosebud Electric Coop Inc;SD;Cooperative;766;22.312;2.015,0;9,03
Sioux Valley SW Elec Coop;SD;Cooperative;2.320;46.891;6.765,6;14,43
Southeastern Electric Coop Inc - (SD);SD;Cooperative;2.606;178.102;16.827,1;9,45
WAPA-- Western Area Power Administration;SD;Federal;19;338.910;8.150,4;2,40
Watertown Municipal Utilities;SD;Municipal;2.524;128.639;10.568,0;8,22
West River Electric Assn Inc;SD;Cooperative;2.124;100.251;12.548,0;12,52
Appalachian Electric Coop;TN;Cooperative;7.307;246.175;32.093,0;13,04
Athens Utility Board;TN;Municipal;2.428;145.129;18.315,0;12,62
Benton County;TN;Municipal;1.844;54.917;7.932,0;14,44
Bolivar Energy Authority;TN;Municipal;2.399;76.260;11.151,0;14,62
Caney Fork Electric Coop, Inc;TN;Cooperative;5.957;130.068;20.246,0;15,57
Carroll County - (TN);TN;Municipal;3.695;105.122;13.141,0;12,50
Chickasaw Electric Coop, Inc;TN;Cooperative;3.405;142.063;16.664,0;11,73
City of Alcoa Utilities;TN;Municipal;4.148;223.484;27.020,0;12,09
City of Bristol - (TN);TN;Municipal;4.795;308.232;37.059,0;12,02
City of Brownsville;TN;Municipal;1.225;55.502;6.581,0;11,86
City of Chattanooga - (TN);TN;Municipal;25.205;2.107.229;250.649,0;11,89
City of Clarksville - (TN);TN;Municipal;8.957;561.029;69.159,0;12,33
City of Cleveland - (TN);TN;Municipal;4.916;378.897;46.188,0;12,19
City of Clinton - (TN);TN;Municipal;4.829;181.371;23.455,0;12,93
City of Cookeville - (TN);TN;Municipal;3.801;324.153;36.294,0;11,20
City of Covington - (TN);TN;Municipal;988;88.663;10.021,0;11,30
City of Dayton - (TN);TN;Municipal;2.214;91.583;11.761,0;12,84
City of Dickson;TN;Municipal;7.669;260.987;32.471,0;12,44
City of Dyersburg;TN;Municipal;2.551;145.841;17.227,0;11,81
City of Elizabethton - (TN);TN;Municipal;3.633;163.452;19.500,0;11,93
City of Etowah;TN;Municipal;844;26.902;3.952,0;14,69
City of Fayetteville;TN;Municipal;2.667;126.317;16.736,0;13,25
City of Gallatin - (TN);TN;Municipal;3.493;312.302;32.948,0;10,55
City of Greeneville - (TN);TN;Municipal;7.937;297.805;37.583,0;12,62
City of Harriman - (TN);TN;Municipal;1.893;65.166;9.779,0;15,01
City of Humboldt;TN;Municipal;998;60.455;6.942,0;11,48
City of Jackson - (TN);TN;Municipal;6.598;552.342;64.804,0;11,73
City of Jellico;TN;Municipal;696;123.123;8.469,0;6,88
City of LaFollette;TN;Municipal;3.226;115.625;17.191,0;14,87
City of Lawrenceburg;TN;Municipal;3.571;150.020;20.635,0;13,75
City of Lenoir - (TN);TN;Municipal;13.297;732.189;87.161,0;11,90
City of Lewisburg - (TN);TN;Municipal;1.617;93.189;10.985,0;11,79
City of Lexington - (TN);TN;Municipal;5.241;157.661;20.261,0;12,85
City of Memphis - (TN);TN;Municipal;43.969;6.066.501;712.722,0;11,75
City of Milan;TN;Municipal;1.561;61.558;7.440,0;12,09
City of Morristown - (TN);TN;Municipal;2.926;288.905;33.816,0;11,70
City of Mt Pleasant - (TN);TN;Municipal;733;31.518;4.440,0;14,09
City of Newbern;TN;Municipal;334;18.753;2.115,0;11,28
City of Newport;TN;Municipal;3.459;123.797;17.060,0;13,78
City of Oak Ridge;TN;Municipal;2.296;312.207;39.041,0;12,50
City of Paris - (TN);TN;Municipal;6.230;186.053;22.775,0;12,24
City of Pulaski - (TN);TN;Municipal;2.778;105.892;14.193,0;13,40
City of Ripley - (TN);TN;Municipal;1.470;67.223;8.614,0;12,81
City of Rockwood - (TN);TN;Municipal;3.228;86.825;12.192,0;14,04
City of Shelbyville - (TN);TN;Municipal;1.792;130.915;15.324,0;11,71
City of Smithville - (TN);TN;Municipal;627;46.764;5.987,0;12,80
City of Sparta;TN;Municipal;828;45.182;5.579,0;12,35
City of Springfield - (TN);TN;Municipal;1.375;111.532;13.091,0;11,74
City of Sweetwater;TN;Municipal;2.208;77.719;9.808,0;12,62
City of Trenton - (TN);TN;Municipal;497;30.851;3.832,0;12,42
City of Union City;TN;Municipal;1.262;88.413;10.794,0;12,21
City of Winchester - (TN);TN;Municipal;1.511;73.993;8.923,0;12,06
Columbia Power System;TN;Municipal;5.102;315.368;36.906,0;11,70
Cumberland Elec Member Corp;TN;Cooperative;11.522;556.791;72.899,0;13,09
Duck River Elec Member Corp;TN;Cooperative;12.989;500.430;67.475,0;13,48
Entergy Arkansas LLC;TN;Investor Owned;3;24;3,9;16,25
Forked Deer Electric Coop, Inc;TN;Cooperative;1.722;32.554;5.287,0;16,24
Fort Loudoun Electric Coop;TN;Cooperative;5.339;139.860;19.065,0;13,63
French Broad Elec Member Corp;TN;Cooperative;66;655;92,7;14,15
Gibson Electric Members Corp;TN;Cooperative;6.266;191.639;24.855,0;12,97
Greenbacker Renewable Energy Corporation;TN;Behind the Meter;15;5.989;480,3;8,02
Holston Electric Coop, Inc;TN;Cooperative;6.258;140.606;19.856,0;14,12
Johnson City - (TN);TN;Municipal;11.685;716.148;85.035,0;11,87
Kingsport Power Co;TN;Investor Owned;6.100;389.269;46.711,0;12,00
Knoxville Utilities Board;TN;Municipal;24.948;2.269.710;270.109,0;11,90
Loudon Utilities Board;TN;Municipal;1.869;149.502;17.108,0;11,44
Maryville Utilities;TN;Municipal;3.099;259.320;29.644,0;11,43
McMinnville Electric System;TN;Municipal;1.635;87.960;10.583,0;12,03
Meriwether Lewis Electric Coop;TN;Cooperative;5.780;210.415;30.248,0;14,38
Middle Tennessee E M C;TN;Cooperative;40.230;3.099.502;351.280,0;11,33
Mountain Electric Coop, Inc;TN;Cooperative;3.452;74.915;9.859,0;13,16
Nashville Electric Service;TN;Municipal;45.129;5.985.525;721.669,0;12,06
Pickwick Electric Coop;TN;Cooperative;4.619;115.983;16.883,0;14,56
Plateau Electric Cooperative;TN;Cooperative;3.585;128.840;16.877,0;13,10
Powell Valley Electric Coop;TN;Cooperative;4.892;124.627;15.533,0;12,46
Sequachee Valley Electric Coop;TN;Cooperative;5.889;266.780;33.329,0;12,49
Sevier County Electric System;TN;Municipal;25.733;1.024.936;121.558,0;11,86
South Kentucky Rural E C C;TN;Cooperative;30;562;78,9;14,04
Southwest Tennessee E M C;TN;Cooperative;8.264;230.485;32.584,0;14,14
Tennessee Valley Authority;TN;Federal;5;534.676;43.497,7;8,14
Tennessee Valley Electric Coop;TN;Cooperative;3.974;151.912;19.896,0;13,10
Town of Erwin - (TN);TN;Municipal;1.349;55.872;7.161,0;12,82
Tri-County Elec Member Corp (TN);TN;Cooperative;5.439;171.489;22.604,0;13,18
Tri-State Electric Member Corp;TN;Cooperative;623;14.609;2.181,0;14,93
Tullahoma Board-Public Utils;TN;Municipal;1.975;136.611;13.935,0;10,20
Upper Cumberland E M C;TN;Cooperative;8.204;282.774;37.058,0;13,11
Volunteer Electric Coop;TN;Cooperative;22.231;614.221;77.183,0;12,57
Weakley County Mun Elec Sys;TN;Municipal;5.157;181.039;21.499,0;11,88
3000 Energy Corp;TX;Retail Power Marketer;112;6.483;670,2;10,34
AP Holdings LLC;TX;Retail Power Marketer;25.218;1.274.883;75.460,7;5,92
Accent Energy Holdings, LLC;TX;Retail Power Marketer;565;25.341;2.834,0;11,18
Alliance Power Company, LLC.;TX;Retail Power Marketer;2.928;137.337;7.976,7;5,81
Ambit Energy Holdings, LLC;TX;Retail Power Marketer;25.692;522.171;86.318,0;16,53
AmeriPower LLC;TX;Retail Power Marketer;11.485;30.709;3.044,0;9,91
Amigo Energy;TX;Retail Power Marketer;5.772;285.304;27.217,0;9,54
Ammper Power LLC;TX;Retail Power Marketer;5;221;22,9;10,36
Austin Energy;TX;Municipal;53.951;5.783.508;601.273,7;10,40
Bailey County Elec Coop Assn;TX;Cooperative;855;77.219;9.204,0;11,92
Bandera Electric Coop, Inc;TX;Cooperative;6.109;184.758;17.913,0;9,70
Bartlett Electric Coop, Inc;TX;Cooperative;3.717;58.073;9.102,0;15,67
Big Country Electric Coop, Inc;TX;Cooperative;3.467;231.005;28.841,0;12,49
Bluebonnet Electric Coop, Inc;TX;Cooperative;15.402;865.407;80.848,9;9,34
Bowie-Cass Electric Coop, Inc;TX;Cooperative;4.861;110.308;16.482,2;14,94
Brooklet Energy Distribution;TX;Retail Power Marketer;23;3.539;244,0;6,89
Brownsville Public Utilities Board;TX;Municipal;6.486;657.026;86.154,0;13,11
Bulb US LLC;TX;Retail Power Marketer;5;48;6,9;14,38
Calpine Energy Solutions, LLC;TX;Retail Power Marketer;109;11.287.129;775.543,6;6,87
Capital Energy PA LLC;TX;Retail Power Marketer;225;14.714;1.813,1;12,32
Central Texas Elec Coop, Inc;TX;Cooperative;3.671;89.290;8.420,8;9,43
Champion Energy Services;TX;Retail Power Marketer;3.735;614.270;28.497,0;4,64
Chariot Energy;TX;Retail Power Marketer;257;13.571;1.977,0;14,57
Cherokee County Elec Coop Assn;TX;Cooperative;1.775;67.284;8.139,0;12,10
City of Brenham - (TX);TX;Municipal;1.290;79.991;6.726,5;8,41
City of Bryan - (TX);TX;Municipal;9.088;526.638;47.962,2;9,11
City of College Station - (TX);TX;Municipal;3.595;417.314;47.203,0;11,31
City of Denton - (TX);TX;Municipal;5.861;656.899;56.774,3;8,64
City of Floresville;TX;Municipal;2.067;124.757;15.861,2;12,71
City of Garland - (TX);TX;Municipal;6.803;819.985;81.001,0;9,88
City of Georgetown - (TX);TX;Municipal;2.778;243.458;30.413,3;12,49
City of Greenville - (TX);TX;Municipal;2.213;351.422;35.117,7;9,99
City of Lubbock - (TX);TX;Municipal;15.448;1.409.820;154.012,0;10,92
City of New Braunfels - (TX);TX;Municipal;6.905;479.757;60.683,7;12,65
City of San Antonio - (TX);TX;Municipal;95.321;12.767.636;1.346.052,0;10,54
City of San Marcos - (TX);TX;Municipal;3.617;395.007;34.944,0;8,85
City of Seguin - (TX);TX;Municipal;1.432;108.605;10.513,0;9,68
Comanche County Elec Coop Assn;TX;Cooperative;10.718;122.507;19.000,0;15,51
Concho Valley Elec Coop Inc;TX;Cooperative;2.291;28.917;4.991,0;17,26
ConocoPhillips Company;TX;Retail Power Marketer;1;19.055;2.253,4;11,83
Constellation NewEnergy, Inc;TX;Retail Power Marketer;60.141;8.322.513;701.081,1;8,42
Cooke County Elec Coop Assn;TX;Cooperative;2.243;121.708;16.244,6;13,35
Deaf Smith Electric Coop, Inc;TX;Cooperative;1.400;146.089;11.586,4;7,93
Deep East Texas Elec Coop Inc;TX;Cooperative;4.162;136.206;17.113,0;12,56
Denton County Elec Coop, Inc;TX;Cooperative;19.810;612.672;87.547,1;14,29
Direct Energy Business;TX;Retail Power Marketer;50.746;10.455.012;850.192,4;8,13
Direct Energy Services;TX;Retail Power Marketer;11.673;372.770;52.465,2;14,07
EDF Energy Services, LLC;TX;Retail Power Marketer;320;13.291.084;708.783,0;5,33
ENGIE Resources LLC;TX;Retail Power Marketer;16.873;10.707.686;865.102,1;8,08
ENGIE Retail, LLC;TX;Retail Power Marketer;301;9.282;1.159,4;12,49
El Paso Electric Co;TX;Investor Owned;39.035;3.119.506;365.360,0;11,71
Energywell LLC;TX;Retail Power Marketer;504;352;29,5;8,38
Entergy Texas Inc.;TX;Investor Owned;54.128;5.020.891;522.543,0;10,41
Farmers Electric Coop, Inc - (TX);TX;Cooperative;14.103;229.261;29.182,0;12,73
Fayette Electric Coop, Inc;TX;Cooperative;2.027;65.533;7.348,0;11,21
Freepoint Energy Solutions LLC;TX;Retail Power Marketer;2.465;1.298.949;110.449,9;8,50
Frontier Utilities, LLC;TX;Retail Power Marketer;344;162.047;17.312,7;10,68
Gexa Energy, LP;TX;Retail Power Marketer;70.848;7.801.766;584.384,2;7,49
Grayson-Collin Elec Coop, Inc;TX;Cooperative;4.193;215.150;33.047,0;15,36
Green Mountain Energy Company;TX;Retail Power Marketer;38.487;1.600.754;168.816,6;10,55
Greenbelt Electric Coop, Inc;TX;Cooperative;838;18.323;3.059,0;16,69
Guadalupe Valley Elec Coop Inc;TX;Cooperative;9.311;338.090;39.749,3;11,76
HILCO Electric Cooperative, Inc.;TX;Cooperative;7.982;174.483;26.118,0;14,97
Hamilton County Elec Coop Assn;TX;Cooperative;812;31.580;4.350,4;13,78
Heart of Texas Electric Coop;TX;Cooperative;5.982;91.542;12.094,1;13,21
Heritage Power LLC;TX;Retail Power Marketer;1.034;51.376;4.630,6;9,01
Houston County Elec Coop Inc;TX;Cooperative;1.447;61.027;7.815,5;12,81
Hudson Energy Services;TX;Retail Power Marketer;36.979;3.379.293;306.978,7;9,08
Infuse Energy LLC;TX;Retail Power Marketer;773;12.767;1.423,3;11,15
Ironhorse Power Services LLC;TX;Retail Power Marketer;1.030;61.401;4.774,0;7,78
JP Energy Resources, LLC;TX;Retail Power Marketer;5.860;171.439;16.327,2;9,52
Jackson Electric Coop, Inc - (TX);TX;Cooperative;1.741;47.150;5.844,0;12,39
Jasper-Newton Elec Coop, Inc;TX;Cooperative;2.452;45.324;6.994,0;15,43
Just Energy;TX;Retail Power Marketer;21.940;549.027;66.385,1;12,09
Karnes Electric Coop Inc;TX;Cooperative;8.861;534.391;58.230,0;10,90
Kerrville Public Utility Board;TX;Municipal;4.022;226.216;19.162,8;8,47
Lamar County Elec Coop Assn;TX;Cooperative;1.020;88.047;8.584,0;9,75
Lamb County Electric Coop, Inc;TX;Cooperative;1.492;59.656;7.197,0;12,06
Lea County Electric Coop, Inc;TX;Cooperative;3.224;436.956;45.182,0;10,34
Liberty Power Corp.;TX;Retail Power Marketer;793;35.926;4.008,1;11,16
Lighthouse Electric Coop, Inc;TX;Cooperative;425;71.331;6.505,7;9,12
Lyntegar Electric Coop, Inc;TX;Cooperative;3.492;300.717;32.056,0;10,66
MP2 Energy LLC;TX;Retail Power Marketer;25.363;11.011.165;749.307,7;6,80
Magic Valley Electric Coop Inc;TX;Cooperative;14.828;267.878;31.750,7;11,85
Medina Electric Coop, Inc;TX;Cooperative;5.957;276.291;31.046,9;11,24
Mid-South Electric Coop Assn;TX;Cooperative;4.723;154.928;23.897,0;15,42
MidAmerican Energy Services, LLC;TX;Retail Power Marketer;7.717;1.368.158;96.944,6;7,09
Morgan Stanley Capital Grp Inc;TX;Retail Power Marketer;1;0;63.063,9;.
Mothership;TX;Retail Power Marketer;5;118.892;9.136,0;7,68
Navarro County Elec Coop, Inc;TX;Cooperative;1.639;62.060;8.064,0;12,99
Navasota Valley Elec Coop, Inc;TX;Cooperative;1.904;90.891;12.888,2;14,18
North Plains Electric Coop Inc;TX;Cooperative;4.097;321.919;37.628,0;11,69
Nueces Electric Cooperative;TX;Cooperative;5.993;136.220;15.731,0;11,55
Panola-Harrison Elec Coop, Inc;TX;Cooperative;1.807;68.135;9.207,2;13,51
Pedernales Electric Coop, Inc;TX;Cooperative;46.901;1.489.606;186.991,0;12,55
Pogo Energy LLC;TX;Retail Power Marketer;3;32;6,0;18,75
Pulse Power, LLC;TX;Retail Power Marketer;5.866;123.174;13.454,0;10,92
Reliant Energy Retail Services;TX;Retail Power Marketer;111.583;5.527.825;649.538,1;11,75
Revolution Energy LLC;TX;Retail Power Marketer;3;449;49,6;11,05
Rhythm Ops LLC;TX;Retail Power Marketer;4.049;151.114;16.975,1;11,23
Rio Grande Electric Coop, Inc;TX;Cooperative;4.347;115.330;16.142,4;14,00
Rita Blanca Electric Coop, Inc;TX;Cooperative;502;852.744;83.736,0;9,82
Rusk County Electric Coop, Inc;TX;Cooperative;5.066;101.027;15.611,3;15,45
SFE Energy Texas, Inc.;TX;Retail Power Marketer;1.114;56.839;6.513,0;11,46
Sam Houston Electric Coop Inc;TX;Cooperative;6.688;148.322;22.132,0;14,92
San Bernard Electric Coop, Inc;TX;Cooperative;1.015;103.933;12.399,5;11,93
San Patricio Electric Coop Inc;TX;Cooperative;2.463;43.280;6.293,4;14,54
South Plains Electric Coop Inc;TX;Cooperative;11.486;362.995;49.786,6;13,72
Southwest Arkansas E C C;TX;Cooperative;75;1.325;179,6;13,55
Southwest Texas Elec Coop, Inc;TX;Cooperative;3.685;32.048;5.097,0;15,90
Southwestern Electric Power Co;TX;Investor Owned;31.278;2.166.424;237.252,5;10,95
Southwestern Public Service Co;TX;Investor Owned;58.274;3.541.261;331.990,0;9,37
Spark Energy, LP;TX;Retail Power Marketer;928;28.566;4.193,0;14,68
Stream SPE, LTD;TX;Retail Power Marketer;16.962;306.151;47.366,0;15,47
Summer Energy LLC;TX;Retail Power Marketer;38.495;2.271.116;214.350,0;9,44
TXU Energy Retail Co, LLC;TX;Retail Power Marketer;101.773;2.565.673;385.105,3;15,01
Tara Energy, LLC;TX;Retail Power Marketer;14.557;1.237.177;108.027,3;8,73
Taylor Electric Coop Inc - (TX);TX;Cooperative;3.106;84.469;13.176,3;15,60
Tenaska Power Services;TX;Retail Power Marketer;8;51.270;7.086,8;13,82
TerraForm US Energy Services, LLC;TX;Behind the Meter;2;1.181;80,0;6,77
Tesla Energy Ventures;TX;Retail Power Marketer;30;35.608;5.487,0;15,41
Tesla Inc.;TX;Behind the Meter;1.271;23.060;2.311,0;10,02
Texas General Land Office;TX;Retail Power Marketer;480;4.025.080;286.212,0;7,11
Texas Retail Energy, LLC;TX;Retail Power Marketer;579;1.527.610;163.192,0;10,68
Texpo Power, L.P.;TX;Retail Power Marketer;3.137;174.844;13.536,4;7,74
Tri-County Electric Coop, Inc (OK);TX;Cooperative;175;9.277;1.523,8;16,43
Tri-County Electric Coop, Inc (TX);TX;Cooperative;19.544;651.224;84.198,0;12,93
TriEagle Energy, L.P.;TX;Retail Power Marketer;2.648;119.447;12.208,0;10,22
Trinity Valley Elec Coop Inc;TX;Cooperative;7.944;206.434;29.044,3;14,07
US Retailers, LLC;TX;Retail Power Marketer;57.678;3.223.857;319.885,0;9,92
United Electric Coop Service Inc - (TX);TX;Cooperative;15.577;544.009;71.979,1;13,23
Upshur Rural Elec Coop Corp;TX;Cooperative;6.127;178.071;23.981,0;13,47
V247 Power Corporation;TX;Retail Power Marketer;2.235;35.986;3.690,0;10,25
Varsity Energy;TX;Retail Power Marketer;27;612;65,6;10,72
Victoria Electric Coop, Inc;TX;Cooperative;2.996;50.720;6.253,6;12,33
Weatherford Mun Utility System;TX;Municipal;2.411;185.626;19.552,0;10,53
Wharton County Elec Coop, Inc;TX;Cooperative;1.017;63.020;7.994,0;12,68
Windrose Power & Gas LLC;TX;Retail Power Marketer;169;1.816;132,8;7,31
Wise Electric Coop Inc;TX;Cooperative;6.302;355.275;37.957,0;10,68
Wolverine Alternative Investments, LLC;TX;Retail Power Marketer;1.159;38.515;2.524,4;6,55
Wood County Electric Coop, Inc;TX;Cooperative;5.264;262.935;31.094,0;11,83
XOOM Energy Texas, LLC;TX;Retail Power Marketer;2.008;51.190;8.365,2;16,34
City of Bountiful;UT;Municipal;1.654;87.657;8.772,0;10,01
City of Logan - (UT);UT;Municipal;2.288;215.985;20.342,0;9,42
City of Murray - (UT);UT;Municipal;3.238;227.611;19.102,0;8,39
City of Springville - (UT);UT;Municipal;1.394;111.894;11.360,3;10,15
City of St George;UT;Municipal;5.090;376.416;33.349,6;8,86
Dixie Escalante R E A, Inc;UT;Cooperative;2.869;217.858;14.342,4;6,58
Empire Electric Assn, Inc;UT;Cooperative;358;9.977;1.298,9;13,02
Garkane Energy Coop, Inc;UT;Cooperative;2.320;98.329;10.080,9;10,25
Lehi City Corporation;UT;Municipal;3.028;214.751;20.486,0;9,54
Moon Lake Electric Assn Inc;UT;Cooperative;3.045;100.759;8.574,6;8,51
Mt Wheeler Power, Inc;UT;Cooperative;140;2.398;235,6;9,82
Navajo Tribal Utility Authority;UT;State;232;13.919;1.799,0;12,92
PacifiCorp;UT;Investor Owned;98.240;10.075.117;824.566,9;8,18
Provo City Corp;UT;Municipal;4.592;403.474;35.787,2;8,87
Raft Rural Elec Coop Inc;UT;Cooperative;70;2.689;190,0;7,07
Spanish Fork City Corporation;UT;Municipal;1.844;107.430;10.025,0;9,33
Strawberry Electric Serv Dist;UT;Political Subdivision;463;14.110;1.696,2;12,02
Tesla Inc.;UT;Behind the Meter;4;3.629;222,0;6,12
WAPA-- Western Area Power Administration;UT;Federal;5;32.745;1.221,3;3,73
Wells Rural Electric Co;UT;Cooperative;211;12.849;1.180,1;9,18
A & N Electric Coop;VA;Cooperative;4.186;175.360;20.127,1;11,48
Appalachian Power Co;VA;Investor Owned;80.439;3.712.911;381.361,0;10,27
Bristol Virginia Utilities;VA;Municipal;2.819;172.606;20.348,0;11,79
Central Virginia Electric Coop;VA;Cooperative;4.380;104.195;12.981,0;12,46
City of Danville - (VA);VA;Municipal;4.572;287.854;31.806,8;11,05
City of Harrisonburg - (VA);VA;Municipal;3.571;376.037;39.023,0;10,38
City of Manassas - (VA);VA;Municipal;2.200;189.279;20.247,0;10,70
City of Salem - (VA);VA;Municipal;2.131;97.831;12.254,4;12,53
Kentucky Utilities Co;VA;Investor Owned;4.672;244.931;29.254,2;11,94
Mecklenburg Electric Cooperative;VA;Cooperative;1.879;108.633;12.249,1;11,28
Northern Neck Elec Coop, Inc;VA;Cooperative;2.588;40.949;5.614,7;13,71
Northern Virginia Elec Coop;VA;Cooperative;14.108;5.604.249;652.192,0;11,64
Powell Valley Electric Coop;VA;Cooperative;1.764;33.295;4.178,0;12,55
Prince George Electric Coop;VA;Cooperative;1.444;81.120;8.914,0;10,99
Rappahannock Electric Coop;VA;Cooperative;10.914;360.213;44.792,5;12,44
Shenandoah Valley Elec Coop;VA;Cooperative;15.347;523.706;58.946,0;11,26
Southside Electric Coop, Inc;VA;Cooperative;2.436;115.450;13.650,0;11,82
Tesla Inc.;VA;Behind the Meter;2;309;32,0;10,36
Town of Bedford - (VA);VA;Municipal;963;38.025;4.747,0;12,48
Virginia Electric & Power Co;VA;Investor Owned;266.167;49.327.301;4.599.063,9;9,32
Virginia Tech Electric Service;VA;State;1.160;248.786;25.160,4;10,11
City of Burlington Electric - (VT);VT;Municipal;3.888;165.479;26.569,4;16,06
Green Mountain Power Corp;VT;Investor Owned;46.568;1.456.592;257.156,0;17,65
Greenbacker Renewable Energy Corporation;VT;Behind the Meter;17;14.354;2.671,5;18,61
TerraForm US Energy Services, LLC;VT;Behind the Meter;2;2.384;650,0;27,27
Vermont Electric Cooperative, Inc;VT;Cooperative;4.930;124.744;19.974,7;16,01
Washington Electric Coop - (VT);VT;Cooperative;677;5.468;1.259,0;23,02
Avista Corp;WA;Investor Owned;26.633;2.181.273;250.132,0;11,47
Benton Rural Electric Assn;WA;Cooperative;1.548;167.967;11.014,9;6,56
Big Bend Electric Coop, Inc;WA;Cooperative;2.010;114.774;9.030,9;7,87
Bonneville Power Administration;WA;Federal;7;713.011;31.505,7;4,42
City of Centralia - (WA);WA;Municipal;1.549;34.715;3.981,7;11,47
City of Ellensburg - (WA);WA;Municipal;1.573;119.882;8.877,0;7,40
City of Port Angeles - (WA);WA;Municipal;1.913;102.940;8.028,0;7,80
City of Richland - (WA);WA;Municipal;1.732;390.452;26.876,0;6,88
City of Seattle - (WA);WA;Municipal;51.676;5.009.177;517.766,6;10,34
City of Tacoma - (WA);WA;Municipal;19.231;332.952;32.800,3;9,85
Columbia Rural Elec Assn, Inc;WA;Cooperative;1.628;77.664;7.539,5;9,71
Elmhurst Mutual Power & Light Co;WA;Cooperative;764;49.157;3.411,5;6,94
Inland Power & Light Company;WA;Cooperative;3.258;208.529;17.104,7;8,20
Kootenai Electric Cooperative;WA;Cooperative;4;384;33,5;8,72
