2022 Utility Bundled Retail Sales- Industrial;;;;;;
(Data from forms EIA-861- schedules 4A & 4D and EIA-861S);;;;;;
Entity;State;Ownership;Customers (Count);Sales (Megawatthours);Revenues (Thousands Dollars);Average Price (cents/kWh)
Garkane Energy Coop, Inc;UT;Cooperative;1;20.711;1.436,8;6,94
Moon Lake Electric Assn Inc;UT;Cooperative;1.644;299.652;26.575,8;8,87
Mt Wheeler Power, Inc;UT;Cooperative;59;9.412;622,0;6,61
Navajo Tribal Utility Authority;UT;State;1;249.915;12.886,0;5,16
PacifiCorp;UT;Investor Owned;7.977;7.696.713;522.362,1;6,79
Provo City Corp;UT;Municipal;1;133.603;8.537,1;6,39
Raft Rural Elec Coop Inc;UT;Cooperative;296;34.749;1.735,0;4,99
Spanish Fork City Corporation;UT;Municipal;11;61.181;4.141,0;6,77
Strawberry Electric Serv Dist;UT;Political Subdivision;41;3.170;333,2;10,51
WAPA-- Western Area Power Administration;UT;Federal;1;1.864;66,5;3,57
Wells Rural Electric Co;UT;Cooperative;4;16.584;1.054,4;6,36
A & N Electric Coop;VA;Cooperative;6;161.135;15.268,5;9,48
Appalachian Power Co;VA;Investor Owned;1.924;4.770.826;373.126,0;7,82
Bristol Virginia Utilities;VA;Municipal;3;77.249;5.448,0;7,05
Central Virginia Electric Coop;VA;Cooperative;28;223.791;20.799,0;9,29
City of Danville - (VA);VA;Municipal;28;152.231;12.863,8;8,45
City of Harrisonburg - (VA);VA;Municipal;14;127.345;11.139,0;8,75
City of Manassas - (VA);VA;Municipal;1;37.301;2.877,0;7,71
City of Salem - (VA);VA;Municipal;79;127.461;12.957,2;10,17
Kentucky Utilities Co;VA;Investor Owned;63;94.649;11.057,7;11,68
Mecklenburg Electric Cooperative;VA;Cooperative;31;385.556;22.661,5;5,88
Northern Virginia Elec Coop;VA;Cooperative;150;654.483;34.527,0;5,28
Powell Valley Electric Coop;VA;Cooperative;1;14.711;1.076,0;7,31
Prince George Electric Coop;VA;Cooperative;19;97.325;9.810,0;10,08
Rappahannock Electric Coop;VA;Cooperative;575;1.156.712;106.905,0;9,24
Shenandoah Valley Elec Coop;VA;Cooperative;81;675.501;56.214,3;8,32
Southside Electric Coop, Inc;VA;Cooperative;17;68.065;6.190,0;9,09
Town of Bedford - (VA);VA;Municipal;2;48.603;4.800,0;9,88
Virginia Electric & Power Co;VA;Investor Owned;540;5.312.012;411.301,5;7,74
Virginia Tech Electric Service;VA;State;5;9.784;850,7;8,69
City of Burlington Electric - (VT);VT;Municipal;9;66.676;8.146,4;12,22
Green Mountain Power Corp;VT;Investor Owned;73;1.105.029;126.104,0;11,41
Vermont Electric Cooperative, Inc;VT;Cooperative;18;100.051;11.880,4;11,87
Washington Electric Coop - (VT);VT;Cooperative;13;3.569;586,0;16,42
Avista Corp;WA;Investor Owned;825;948.610;63.205,6;6,66
Benton Rural Electric Assn;WA;Cooperative;1.393;203.793;12.901,6;6,33
Big Bend Electric Coop, Inc;WA;Cooperative;2.497;311.538;20.753,9;6,66
Bonneville Power Administration;WA;Federal;3;497.312;13.334,1;2,68
City of Centralia - (WA);WA;Municipal;140;112.454;10.909,2;9,70
City of Ellensburg - (WA);WA;Municipal;1;5.951;493,0;8,28
City of Port Angeles - (WA);WA;Municipal;5;171.458;7.861,0;4,58
City of Richland - (WA);WA;Municipal;54;198.947;12.343,0;6,20
City of Seattle - (WA);WA;Municipal;57;865.013;75.742,6;8,76
City of Tacoma - (WA);WA;Municipal;2.732;2.423.193;164.973,0;6,81
Columbia Rural Elec Assn, Inc;WA;Cooperative;537;213.152;16.762,8;7,86
Inland Power & Light Company;WA;Cooperative;507;93.574;5.697,8;6,09
Kootenai Electric Cooperative;WA;Cooperative;1;0;0,3;.
Lakeview Light & Power;WA;Cooperative;47;78.926;6.533,0;8,28
PUD 1 of Snohomish County;WA;Political Subdivision;75;469.620;33.187,0;7,07
PUD No 1 of Benton County;WA;Political Subdivision;985;456.629;26.550,0;5,81
PUD No 1 of Chelan County;WA;Political Subdivision;1.456;401.961;12.844,8;3,20
PUD No 1 of Clallam County;WA;Political Subdivision;1;21.163;1.539,5;7,27
PUD No 1 of Clark County - (WA);WA;Political Subdivision;28;762.900;42.422,0;5,56
PUD No 1 of Cowlitz County;WA;Political Subdivision;31;3.264.286;143.264,0;4,39
PUD No 1 of Douglas County;WA;Political Subdivision;7;495.488;21.379,0;4,31
PUD No 1 of Franklin County;WA;Political Subdivision;335;276.899;18.038,0;6,51
PUD No 1 of Grays Harbor County;WA;Political Subdivision;18;150.001;14.048,2;9,37
PUD No 1 of Jefferson County;WA;Political Subdivision;21;95.574;5.814,5;6,08
PUD No 1 of Klickitat County;WA;Political Subdivision;253;166.601;8.518,0;5,11
PUD No 1 of Lewis County;WA;Political Subdivision;174;277.887;18.416,1;6,63
PUD No 1 of Okanogan County;WA;Political Subdivision;2;14.058;950,0;6,76
PUD No 1 of Pend Oreille County;WA;Political Subdivision;11;56.175;3.753,0;6,68
PUD No 1 of Whatcom County;WA;Political Subdivision;1;201.444;10.698,0;5,31
PUD No 2 of Grant County;WA;Political Subdivision;5.284;3.797.282;165.156,0;4,35
PUD No 2 of Pacific County;WA;Political Subdivision;1;21.225;1.250,0;5,89
PUD No 3 of Mason County;WA;Political Subdivision;1;44.928;3.138,0;6,98
PacifiCorp;WA;Investor Owned;5.464;915.930;67.908,3;7,41
Puget Sound Energy Inc;WA;Investor Owned;3.222;1.113.909;116.711,9;10,48
Adams-Columbia Electric Coop;WI;Cooperative;982;254.133;24.865,2;9,78
Algoma Utility Comm;WI;Municipal;1;6.778;625,0;9,22
Barron Electric Coop;WI;Cooperative;166;104.392;7.380,1;7,07
Brodhead Water & Lighting Comm;WI;Municipal;2;9.417;1.047,4;11,12
Cedarburg Light & Water Comm;WI;Municipal;1;12.176;884,8;7,27
City of Columbus - (WI);WI;Municipal;3;31.356;2.823,1;9,00
City of Evansville;WI;Municipal;2;10.451;854,3;8,17
City of Kaukauna;WI;Municipal;15;287.201;22.460,2;7,82
City of Marshfield - (WI);WI;Municipal;53;173.032;15.759,0;9,11
City of Menasha - (WI);WI;Municipal;8;403.224;31.220,3;7,74
City of Plymouth - (WI);WI;Municipal;6;96.964;8.378,2;8,64
City of Richland Center - (WI);WI;Municipal;4;50.701;3.959,0;7,81
City of River Falls;WI;Municipal;4;16.095;1.684,5;10,47
City of Stoughton - (WI);WI;Municipal;3;20.310;1.960,6;9,65
City of Sturgeon Bay - (WI);WI;Municipal;1;16.772;1.468,9;8,76
Consolidated Water Power Co;WI;Investor Owned;4;669.709;47.542,9;7,10
Dahlberg Light & Power Co;WI;Investor Owned;38;16.592;1.707,0;10,29
Dunn County Electric Coop;WI;Cooperative;5;56.554;4.683,0;8,28
Hartford Electric;WI;Municipal;8;179.064;14.853,9;8,30
Jefferson Utilities;WI;Municipal;1;15.736;1.360,7;8,65
Juneau Utility Comm;WI;Municipal;2;16.034;1.530,8;9,55
Madison Gas & Electric Co;WI;Investor Owned;22;152.733;13.261,0;8,68
Manitowoc Public Utilities;WI;Municipal;77;324.089;21.646,8;6,68
New London Electric&Water Util;WI;Municipal;5;116.562;10.395,0;8,92
North Central Power Co Inc;WI;Investor Owned;5;3.404;356,0;10,46
Northern States Power Co;WI;Investor Owned;123;2.159.200;181.458,0;8,40
Northwestern Wisconsin Elec Co;WI;Investor Owned;23;37.642;3.810,4;10,12
Oakdale Electric Coop;WI;Cooperative;51;161.304;14.483,0;8,98
Oconomowoc Utilities;WI;Municipal;4;28.779;2.301,1;8,00
Pioneer Power and Light Co;WI;Investor Owned;24;3.517;449,6;12,78
Polk-Burnett Electric Coop;WI;Cooperative;13;176;31,0;17,61
Reedsburg Utility Comm;WI;Municipal;8;131.269;12.454,3;9,49
Riverland Energy Cooperative;WI;Cooperative;13;18.205;1.574,0;8,65
Rock Energy Cooperative;WI;Cooperative;76;179.678;11.720,0;6,52
Scenic Rivers Energy Coop;WI;Cooperative;813;39.452;4.764,8;12,08
Shawano Municipal Utilities;WI;Municipal;178;227.777;18.083,4;7,94
Sun Prairie Utilities;WI;Municipal;5;32.725;2.778,7;8,49
Superior Water and Light Co;WI;Investor Owned;116;699.862;56.567,3;8,08
Two Rivers Water & Light;WI;Municipal;1;5.658;612,5;10,83
Village of Muscoda - (WI);WI;Municipal;3;38.867;3.701,3;9,52
Village of Prairie Du Sac - (WI);WI;Municipal;1;11.458;1.290,9;11,27
Village of Waunakee - (WI);WI;Municipal;2;15.491;1.397,4;9,02
Waupun Utilities;WI;Municipal;2;37.603;3.008,4;8,00
Westfield Electric Company;WI;Investor Owned;31;1.259;215,0;17,08
Whitehall Electric Utility;WI;Municipal;1;6.103;577,7;9,47
Wisconsin Electric Power Co;WI;Investor Owned;616;6.655.882;626.526,9;9,41
Wisconsin Power & Light Co;WI;Investor Owned;1.065;5.066.089;427.277,0;8,43
Wisconsin Public Service Corp;WI;Investor Owned;196;3.962.556;290.660,7;7,34
Wisconsin Rapids W W & L Comm;WI;Municipal;6;46.428;3.819,0;8,23
Appalachian Power Co;WV;Investor Owned;2.213;3.784.298;294.300,0;7,78
Monongahela Power Co;WV;Investor Owned;6.649;5.745.115;363.026,0;6,32
The Potomac Edison Company;WV;Investor Owned;1.842;990.752;62.676,5;6,33
Wheeling Power Co;WV;Investor Owned;426;4.053.870;261.941,0;6,46
Black Hills Power, Inc.;WY;Investor Owned;10;114.357;10.241,0;8,96
Cheyenne Light Fuel & Power;WY;Investor Owned;4;1.055.297;83.672,0;7,93
High Plains Power Inc;WY;Cooperative;689;688.564;56.768,0;8,24
High West Energy, Inc;WY;Cooperative;1.298;195.147;19.906,0;10,20
Lower Valley Energy Inc;WY;Cooperative;244;31.975;1.683,0;5,26
Montana-Dakota Utilities Co;WY;Investor Owned;14;1.612;164,0;10,17
PacifiCorp;WY;Investor Owned;2.719;6.194.566;379.432,6;6,13
Powder River Energy Corp;WY;Cooperative;3.887;1.110.253;77.941,8;7,02
WAPA-- Western Area Power Administration;WY;Federal;3;9.693;28,4;0,29
Adjustment 2022;AK;;313;120.223;31.649,5;.
Adjustment 2022;AL;;497;372.652;37.701,6;.
Adjustment 2022;AR;;490;150.969;21.074,9;.
Adjustment 2022;AZ;;2.644;686.960;58.374,5;.
Adjustment 2022;CA;;724;485.090;72.847,7;.
Adjustment 2022;CO;;462;108.858;14.777,9;.
Adjustment 2022;CT;;51;20.731;3.588,3;.
Adjustment 2022;DE;;250;147.468;17.492,8;.
Adjustment 2022;FL;;142;38.168;7.006,2;.
Adjustment 2022;GA;;2.602;1.253.272;109.181,3;.
Adjustment 2022;IA;;3.837;1.512.964;125.064,3;.
Adjustment 2022;ID;;871;204.167;12.723,1;.
Adjustment 2022;IL;;650;529.759;58.852,3;.
Adjustment 2022;IN;;1.853;1.281.948;133.248,3;.
Adjustment 2022;KS;;3.929;626.924;71.000,7;.
Adjustment 2022;KY;;358;222.870;22.732,5;.
Adjustment 2022;LA;;231;134.222;16.281,2;.
Adjustment 2022;MA;;1.091;410.175;73.894,0;.
Adjustment 2022;MD;;151;43.777;4.268,3;.
Adjustment 2022;ME;;27;13.483;2.162,8;.
Adjustment 2022;MI;;310;517.250;52.143,1;.
Adjustment 2022;MN;;2.168;1.731.023;161.133,6;.
Adjustment 2022;MO;;3.354;906.753;93.880,2;.
Adjustment 2022;MS;;1.831;147.982;18.735,3;.
Adjustment 2022;MT;;6.688;433.815;40.958,4;.
Adjustment 2022;NC;;235;336.889;32.946,2;.
Adjustment 2022;ND;;370;57.623;6.441,9;.
Adjustment 2022;NE;;27.337;1.869.574;203.237,9;.
Adjustment 2022;NH;;72;65.385;10.173,9;.
Adjustment 2022;NJ;;24;18.189;2.795,7;.
Adjustment 2022;NM;;547;92.154;11.183,4;.
Adjustment 2022;NV;;759;137.188;9.950,8;.
Adjustment 2022;NY;;1.291;648.913;36.033,1;.
Adjustment 2022;OH;;1.026;1.383.196;145.650,5;.
Adjustment 2022;OK;;628;499.178;45.584,4;.
Adjustment 2022;OR;;2.913;460.089;32.479,0;.
Adjustment 2022;PA;;854;292.473;36.492,8;.
Adjustment 2022;SC;;40;63.514;8.408,6;.
Adjustment 2022;SD;;2.218;349.171;30.608,9;.
Adjustment 2022;TX;;4.797;454.633;51.815,4;.
Adjustment 2022;UT;;326;291.842;21.535,9;.
Adjustment 2022;VA;;65;129.465;14.113,1;.
Adjustment 2022;VT;;140;92.104;15.778,8;.
Adjustment 2022;WA;;195;123.991;10.301,0;.
Adjustment 2022;WI;;797;947.608;87.338,3;.
Adjustment 2022;WV;;94;248;26,0;.
Adjustment 2022;WY;;2.862;478.495;50.933,9;.
