2022 Utility Bundled Retail Sales- Residential;;;;;;
(Data from forms EIA-861- schedules 4A & 4D and EIA-861S);;;;;;
Entity;State;Ownership;Customers (Count);Sales (Megawatthours);Revenues (Thousands Dollars);Average Price (cents/kWh)
Columbia Rural Elec Assn, Inc;WA;Cooperative;4.182;61.544;7.995,4;12,99
Elmhurst Mutual Power & Light Co;WA;Cooperative;15.043;236.548;16.416,5;6,94
Inland Power & Light Company;WA;Cooperative;39.738;736.037;62.173,1;8,45
Kootenai Electric Cooperative;WA;Cooperative;93;2.590;241,5;9,32
Lakeview Light & Power;WA;Cooperative;8.223;114.144;11.064,0;9,69
Modern Electric Water Company;WA;Cooperative;8.753;104.534;7.009,8;6,71
Northern Lights, Inc;WA;Cooperative;17;153;19,0;12,42
Orcas Power & Light Coop;WA;Cooperative;13.743;165.868;26.566,0;16,02
PUD 1 of Snohomish County;WA;Political Subdivision;338.081;3.955.205;403.054,0;10,19
PUD No 1 of Benton County;WA;Political Subdivision;49.045;781.760;68.016,0;8,70
PUD No 1 of Chelan County;WA;Political Subdivision;40.899;973.990;33.073,0;3,40
PUD No 1 of Clallam County;WA;Political Subdivision;30.088;487.507;55.223,6;11,33
PUD No 1 of Clark County - (WA);WA;Political Subdivision;210.225;2.691.577;248.189,0;9,22
PUD No 1 of Cowlitz County;WA;Political Subdivision;46.816;784.589;67.710,0;8,63
PUD No 1 of Douglas County;WA;Political Subdivision;16.211;473.999;14.526,0;3,06
PUD No 1 of Franklin County;WA;Political Subdivision;26.909;413.738;39.405,0;9,52
PUD No 1 of Grays Harbor County;WA;Political Subdivision;39.099;518.242;63.918,9;12,33
PUD No 1 of Jefferson County;WA;Political Subdivision;18.047;229.986;27.669,0;12,03
PUD No 1 of Klickitat County;WA;Political Subdivision;11.625;162.260;18.452,0;11,37
PUD No 1 of Lewis County;WA;Political Subdivision;29.313;502.037;45.488,8;9,06
PUD No 1 of Okanogan County;WA;Political Subdivision;17.909;332.676;30.727,7;9,24
PUD No 1 of Pend Oreille County;WA;Political Subdivision;9.013;167.179;14.160,0;8,47
PUD No 2 of Grant County;WA;Political Subdivision;41.052;917.714;51.018,0;5,56
PUD No 2 of Pacific County;WA;Political Subdivision;16.224;204.587;18.246,0;8,92
PUD No 3 of Mason County;WA;Political Subdivision;33.131;479.072;56.515,0;11,80
PacifiCorp;WA;Investor Owned;113.137;1.736.586;164.308,5;9,46
Peninsula Light Company;WA;Cooperative;34.949;530.637;54.718,3;10,31
Puget Sound Energy Inc;WA;Investor Owned;1.065.508;11.753.057;1.381.833,4;11,76
Tesla Inc.;WA;Behind the Meter;99;576;76,0;13,19
Vera Irrigation District #15;WA;Political Subdivision;11.957;161.672;13.491,0;8,34
Adams-Columbia Electric Coop;WI;Cooperative;35.333;279.312;48.027,2;17,19
Algoma Utility Comm;WI;Municipal;1.668;11.137;1.529,2;13,73
Barron Electric Coop;WI;Cooperative;18.917;206.748;28.148,0;13,61
Brodhead Water & Lighting Comm;WI;Municipal;1.534;13.094;1.783,9;13,62
Cedarburg Light & Water Comm;WI;Municipal;5.824;46.152;6.073,7;13,16
City of Black River Falls;WI;Municipal;2.227;19.399;2.888,0;14,89
City of Boscobel - (WI);WI;Municipal;1.425;11.921;1.371,8;11,51
City of Columbus - (WI);WI;Municipal;2.454;19.316;2.529,2;13,09
City of Cuba City;WI;Municipal;977;7.674;975,3;12,71
City of Eagle River - (WI);WI;Municipal;1.038;6.337;900,3;14,21
City of Evansville;WI;Municipal;3.925;30.340;3.993,0;13,16
City of Kaukauna;WI;Municipal;14.047;125.970;15.557,0;12,35
City of Lodi - (WI);WI;Municipal;1.486;11.635;1.604,7;13,79
City of Marshfield - (WI);WI;Municipal;11.931;100.861;11.232,0;11,14
City of Menasha - (WI);WI;Municipal;8.427;62.166;8.283,9;13,33
City of New Holstein - (WI);WI;Municipal;2.229;19.517;2.746,6;14,07
City of New Richmond;WI;Municipal;4.682;40.298;4.835,1;12,00
City of Plymouth - (WI);WI;Municipal;7.197;63.208;7.893,0;12,49
City of Richland Center - (WI);WI;Municipal;2.447;17.112;2.142,6;12,52
City of River Falls;WI;Municipal;6.454;52.202;7.401,9;14,18
City of Stoughton - (WI);WI;Municipal;8.013;66.004;8.439,4;12,79
City of Sturgeon Bay - (WI);WI;Municipal;7.477;55.263;7.247,7;13,11
City of Westby;WI;Municipal;1.023;8.622;1.067,2;12,38
Consolidated Water Power Co;WI;Investor Owned;70;677;85,7;12,66
Dahlberg Light & Power Co;WI;Investor Owned;10.770;75.859;10.185,0;13,43
Dunn County Electric Coop;WI;Cooperative;9.311;114.202;16.490,0;14,44
East Central Energy;WI;Cooperative;5.116;50.212;7.437,1;14,81
Florence Utility Comm;WI;Municipal;1.376;7.552;1.229,3;16,28
Hartford Electric;WI;Municipal;6.927;52.499;6.568,2;12,51
Hustisford Utilities;WI;Municipal;1.313;11.403;1.667,7;14,63
Jefferson Utilities;WI;Municipal;3.602;30.503;3.801,9;12,46
Juneau Utility Comm;WI;Municipal;934;7.868;977,2;12,42
Lake Mills Light & Water;WI;Municipal;4.003;29.326;4.262,9;14,54
Madison Gas & Electric Co;WI;Investor Owned;141.386;884.476;160.995,0;18,20
Manitowoc Public Utilities;WI;Municipal;16.103;109.629;10.797,8;9,85
New London Electric&Water Util;WI;Municipal;3.460;26.657;3.473,0;13,03
North Central Power Co Inc;WI;Investor Owned;4.908;26.683;4.289,9;16,08
Northern States Power Co;WI;Investor Owned;216.875;1.940.578;292.748,4;15,09
Northwestern Wisconsin Elec Co;WI;Investor Owned;12.869;88.467;13.213,4;14,94
Oakdale Electric Coop;WI;Cooperative;16.739;151.358;22.290,0;14,73
Oconomowoc Utilities;WI;Municipal;9.335;79.392;10.759,9;13,55
Oconto Falls Water & Light Comm;WI;Municipal;1.367;9.998;1.445,4;14,46
Pioneer Power and Light Co;WI;Investor Owned;2.013;13.050;2.171,5;16,64
Polk-Burnett Electric Coop;WI;Cooperative;19.898;197.505;28.974,0;14,67
Reedsburg Utility Comm;WI;Municipal;4.669;39.218;5.095,8;12,99
Riverland Energy Cooperative;WI;Cooperative;17.964;241.191;34.419,6;14,27
Rock Energy Cooperative;WI;Cooperative;7.211;84.546;11.566,0;13,68
Scenic Rivers Energy Coop;WI;Cooperative;13.427;189.567;27.120,8;14,31
Shawano Municipal Utilities;WI;Municipal;4.809;34.393;4.050,9;11,78
Slinger Utilities;WI;Municipal;2.454;20.512;2.706,1;13,19
Sun Prairie Utilities;WI;Municipal;15.605;116.611;14.401,5;12,35
Superior Water and Light Co;WI;Investor Owned;12.916;94.322;13.388,8;14,19
Two Rivers Water & Light;WI;Municipal;5.585;34.042;4.616,6;13,56
Village of Mt. Horeb - (WI);WI;Municipal;3.653;29.372;3.663,0;12,47
Village of Muscoda - (WI);WI;Municipal;914;7.439;895,6;12,04
Village of New Glarus - (WI);WI;Municipal;1.076;8.416;1.160,2;13,79
Village of Prairie Du Sac - (WI);WI;Municipal;1.903;15.213;1.891,6;12,43
Village of Waunakee - (WI);WI;Municipal;6.149;55.117;6.942,2;12,60
Waterloo Light & Water Comm;WI;Municipal;1.503;13.024;1.778,2;13,65
Waupun Utilities;WI;Municipal;3.887;32.381;4.031,0;12,45
Westfield Electric Company;WI;Investor Owned;588;4.747;868,1;18,29
Whitehall Electric Utility;WI;Municipal;779;6.710;864,1;12,88
Wisconsin Electric Power Co;WI;Investor Owned;1.028.813;8.099.798;1.371.741,9;16,94
Wisconsin Power & Light Co;WI;Investor Owned;429.581;3.686.150;559.649,0;15,18
Wisconsin Public Service Corp;WI;Investor Owned;403.558;3.033.821;457.282,0;15,07
Wisconsin Rapids W W & L Comm;WI;Municipal;12.174;97.997;11.780,0;12,02
Appalachian Power Co;WV;Investor Owned;351.800;4.907.186;751.225,0;15,31
Black Diamond Power Co;WV;Investor Owned;3.469;34.512;4.554,7;13,20
Monongahela Power Co;WV;Investor Owned;334.385;3.700.797;428.034,6;11,57
The Potomac Edison Company;WV;Investor Owned;130.196;2.018.265;213.403,4;10,57
Wheeling Power Co;WV;Investor Owned;34.707;387.427;61.828,0;15,96
Black Hills Power, Inc.;WY;Investor Owned;2.024;20.528;2.612,0;12,72
Cheyenne Light Fuel & Power;WY;Investor Owned;39.137;284.205;41.162,0;14,48
City of Gillette - (WY);WY;Municipal;13.243;143.673;16.627,0;11,57
Fall River Rural Elec Coop Inc;WY;Cooperative;312;7.591;747,0;9,84
High Plains Power Inc;WY;Cooperative;12.571;148.726;20.287,0;13,64
High West Energy, Inc;WY;Cooperative;5.527;69.734;9.866,0;14,15
Lower Valley Energy Inc;WY;Cooperative;21.951;541.803;34.428,0;6,35
Montana-Dakota Utilities Co;WY;Investor Owned;14.173;154.374;17.027,0;11,03
NorthWestern Energy LLC - (MT);WY;Investor Owned;167;1.412;177,0;12,54
PacifiCorp;WY;Investor Owned;117.245;1.057.690;114.637,3;10,84
Powder River Energy Corp;WY;Cooperative;15.737;230.244;26.681,2;11,59
Yampa Valley Electric Assn Inc;WY;Cooperative;566;5.713;885,7;15,50
Adjustment 2022;AK;;25.001;196.995;54.535,8;.
Adjustment 2022;AL;;61.611;740.329;96.708,9;.
Adjustment 2022;AR;;25.467;352.249;42.261,2;.
Adjustment 2022;CO;;41.700;557.281;85.646,5;.
Adjustment 2022;DE;;12.631;162.998;22.514,7;.
Adjustment 2022;FL;;34.005;602.688;84.870,0;.
Adjustment 2022;GA;;131.511;1.856.661;226.425,3;.
Adjustment 2022;IA;;203.297;2.514.021;313.078,7;.
Adjustment 2022;ID;;33.711;495.714;46.844,7;.
Adjustment 2022;IL;;141.014;1.880.577;273.706,7;.
Adjustment 2022;IN;;156.450;1.923.920;246.216,3;.
Adjustment 2022;KS;;199.229;2.106.417;312.943,8;.
Adjustment 2022;KY;;25.415;299.289;32.346,1;.
Adjustment 2022;LA;;37.304;499.087;60.726,7;.
Adjustment 2022;MA;;32.594;921.544;163.315,4;.
Adjustment 2022;ME;;9.472;79.996;10.885,0;.
Adjustment 2022;MI;;80.048;635.978;88.219,5;.
Adjustment 2022;MN;;259.140;3.029.339;383.509,1;.
Adjustment 2022;MO;;199.236;2.510.898;308.742,3;.
Adjustment 2022;MS;;37.212;467.431;55.285,5;.
Adjustment 2022;MT;;77.448;1.042.247;114.161,1;.
Adjustment 2022;NC;;130.229;1.551.684;202.324,5;.
Adjustment 2022;ND;;23.455;333.005;38.326,8;.
Adjustment 2022;NE;;155.506;2.303.391;254.085,6;.
Adjustment 2022;NH;;7.984;77.313;10.596,4;.
Adjustment 2022;NM;;45.618;333.391;51.280,3;.
Adjustment 2022;NY;;27.899;1.213.422;94.262,0;.
Adjustment 2022;OH;;169.577;1.927.462;264.528,2;.
Adjustment 2022;OK;;110.086;1.267.846;159.359,9;.
Adjustment 2022;OR;;61.820;842.906;93.030,7;.
Adjustment 2022;PA;;81.979;841.190;128.099,0;.
Adjustment 2022;SC;;64.509;820.897;116.381,4;.
Adjustment 2022;SD;;84.286;1.362.406;159.199,6;.
Adjustment 2022;TX;;122.983;1.762.195;220.734,7;.
Adjustment 2022;UT;;89.630;848.160;92.549,4;.
Adjustment 2022;VA;;62.986;802.986;106.795,9;.
Adjustment 2022;VT;;27.822;207.848;33.884,8;.
Adjustment 2022;WA;;59.727;840.624;86.754,5;.
Adjustment 2022;WI;;168.129;1.761.159;255.422,9;.
Adjustment 2022;WV;;9.348;88.783;14.352,5;.
Adjustment 2022;WY;;38.811;342.987;48.498,3;.
